StudyHours,Attendance,PreviousScore,AssignmentScore,SleepHours,FinalScore
10.5,88.5,53.4,55.9,6.8,72.3
2.4,63.0,38.9,30.0,9.1,40.2
1.9,59.6,100.0,81.0,5.9,71.8
7.7,97.0,100.0,80.4,6.3,99.5
10.9,70.7,70.8,39.3,5.6,75.8
8.5,91.6,48.9,54.6,7.7,70.9
6.7,76.2,82.4,63.4,8.4,77.2
6.8,76.1,66.4,74.1,8.4,77.4
7.4,83.3,66.3,57.6,5.5,68.7
7.2,67.4,81.4,57.8,7.6,79.0
6.1,79.6,73.0,69.1,8.7,83.8
5.7,73.4,50.2,45.7,7.6,58.8
5.4,62.2,63.1,49.0,7.6,63.1
3.8,82.0,77.9,72.4,6.4,76.8
4.9,74.8,75.7,57.0,7.3,64.3
1.8,76.1,71.9,51.9,8.5,68.6
5.3,63.5,82.0,79.8,7.4,73.4
3.3,97.1,62.6,68.3,5.5,69.6
3.1,88.5,70.7,63.9,6.5,70.5
5.9,89.6,30.0,43.9,8.5,48.1
8.6,74.3,61.3,61.3,7.4,78.9
7.5,57.2,79.5,70.8,7.1,81.1
2.0,100.0,62.1,58.1,6.3,69.3
3.3,77.3,61.0,60.8,8.4,62.8
7.6,69.0,52.4,47.0,9.0,64.0
3.3,83.0,83.1,69.9,8.5,73.7
5.0,92.0,76.2,71.2,8.7,71.6
6.7,77.7,80.4,68.6,6.6,78.9
3.4,93.3,42.1,57.4,6.4,52.2
5.7,91.0,65.6,67.7,6.8,74.4
2.6,65.1,63.8,44.3,7.0,47.1
4.2,69.9,63.8,46.7,8.7,59.8
6.2,89.5,58.8,56.8,8.4,72.4
2.0,45.4,62.8,65.5,7.6,56.4
6.5,76.2,80.7,61.6,5.3,68.2
5.5,60.8,39.3,40.1,5.0,48.5
6.7,72.3,94.7,70.9,7.3,86.3
6.0,74.4,75.3,60.6,8.1,74.0
8.5,73.7,67.4,61.9,6.9,65.9
5.8,71.4,81.6,78.9,9.3,89.3
4.6,64.8,46.2,50.3,5.7,51.2
5.8,100.0,58.0,55.5,5.5,60.4
6.7,100.0,66.2,88.4,6.2,84.2
5.6,64.1,88.5,70.3,6.2,80.2
5.6,97.0,67.3,61.6,7.6,79.8
4.0,73.2,74.8,75.7,6.5,70.0
4.0,79.6,59.2,53.7,5.1,58.3
2.4,77.2,75.3,79.0,8.1,67.8
9.3,70.1,93.2,66.8,4.9,92.2
2.8,89.8,82.9,84.5,5.7,73.3
4.0,79.5,66.8,63.2,5.1,60.2
3.9,72.3,78.1,76.4,7.2,73.1
7.5,62.3,76.7,78.0,7.2,75.0
4.9,67.3,75.6,54.3,9.3,77.6
8.2,58.3,84.7,76.4,8.1,94.5
4.0,78.1,84.6,59.8,8.7,73.2
6.1,63.6,66.1,48.9,7.3,58.6
3.7,74.8,77.6,60.0,5.8,69.1
10.2,94.4,62.3,66.9,7.2,82.1
2.9,92.4,54.2,58.2,7.7,64.6
6.2,77.6,64.0,58.3,7.8,66.2
6.9,77.0,66.9,62.2,6.4,74.9
6.4,100.0,43.1,58.4,7.6,65.0
5.1,84.2,80.9,75.9,5.9,75.8
5.2,74.1,30.0,48.8,5.7,46.7
5.6,60.9,100.0,89.8,5.7,91.8
5.2,82.7,90.5,75.3,7.0,84.7
7.6,88.0,64.1,58.1,5.6,73.7
10.4,70.4,68.1,65.0,6.5,77.6
4.3,81.5,72.5,56.1,8.1,74.6
2.5,73.6,59.2,50.5,5.8,57.8
5.3,75.8,70.9,70.9,6.4,70.2
11.2,48.1,65.8,52.2,7.1,74.9
3.7,75.3,66.6,50.8,7.3,68.0
9.1,89.6,70.7,54.4,6.4,75.4
9.2,70.4,48.3,49.6,7.9,69.2
4.3,78.6,68.6,71.5,7.7,67.9
6.8,68.9,70.5,70.0,8.4,84.2
9.1,82.3,69.9,64.9,6.9,82.1
4.7,75.4,64.8,75.6,6.4,74.4
5.1,66.7,85.1,67.6,6.2,72.1
4.2,94.0,62.7,61.9,7.4,62.1
3.3,89.1,71.4,46.0,6.5,62.6
4.1,70.7,87.5,67.2,6.3,76.1
2.8,84.0,66.8,69.6,6.5,62.7
5.6,84.4,71.2,77.8,6.2,79.7
3.8,85.7,66.6,56.4,7.2,64.3
6.0,57.7,86.6,70.8,5.3,67.3
2.1,90.1,64.1,71.2,7.4,66.9
6.2,71.2,87.3,70.9,7.8,78.8
7.3,73.7,66.4,41.7,6.3,65.7
1.1,100.0,55.1,62.3,9.3,66.2
6.3,81.6,78.2,74.5,7.0,88.8
8.2,73.4,63.4,50.6,5.1,66.6
2.8,51.5,77.3,58.4,6.7,63.6
9.2,94.7,30.0,35.9,7.1,55.8
6.4,61.9,68.1,37.4,7.5,62.3
3.9,66.0,61.1,63.3,6.7,57.5
5.4,74.0,52.1,52.1,5.8,49.9
6.7,95.0,59.7,74.4,5.7,74.8
5.7,87.3,59.4,66.4,6.2,69.9
6.7,76.1,67.3,58.2,6.3,67.8
3.5,81.7,47.5,50.9,5.6,56.5
5.9,70.8,72.7,67.2,6.1,70.3
2.4,79.7,88.5,81.3,7.8,74.9
5.3,78.9,72.2,67.0,9.0,77.3
3.5,89.6,80.1,80.3,7.9,71.5
3.9,89.6,84.4,71.4,8.6,84.1
8.2,83.9,86.5,65.6,8.2,87.4
7.9,73.7,96.1,75.8,8.0,97.8
6.8,86.9,60.5,61.6,6.6,76.9
3.1,76.9,57.2,46.1,7.2,57.5
4.8,65.0,79.8,54.4,6.5,65.2
8.2,73.2,78.6,70.1,6.7,77.3
5.8,79.0,79.6,65.3,7.1,71.1
10.6,88.9,96.3,78.9,7.9,100.0
6.4,75.8,68.2,58.6,7.5,71.1
5.9,63.5,74.4,74.0,6.8,71.4
4.8,78.7,53.3,64.1,7.1,61.3
5.8,79.4,100.0,70.0,7.5,93.8
5.2,80.2,63.0,55.4,7.8,70.0
7.1,89.0,63.4,68.9,5.2,76.1
7.6,90.2,62.8,66.9,5.7,78.2
3.8,70.9,58.3,54.5,8.3,59.8
2.6,70.6,57.1,45.0,6.9,52.8
1.5,65.5,60.1,49.0,6.5,50.6
6.6,86.4,47.5,48.6,6.7,61.1
3.1,95.4,56.2,62.0,6.7,64.7
0.8,74.2,97.2,90.6,7.7,80.6
6.4,75.1,79.0,61.7,5.7,71.7
11.0,95.6,81.9,65.7,7.0,97.8
5.5,84.1,85.7,72.3,7.3,83.7
7.3,83.2,95.5,86.6,7.5,98.4
5.7,63.7,41.4,32.1,7.3,47.3
5.3,86.1,49.6,65.4,7.6,67.4
7.5,66.9,55.9,51.1,6.3,63.5
4.9,64.4,61.0,48.8,5.9,61.3
6.1,73.8,63.5,45.6,9.9,65.3
6.2,71.0,61.3,62.1,6.6,65.1
4.0,75.3,71.3,61.7,6.8,69.6
7.7,60.7,68.5,59.2,7.8,71.1
5.1,89.5,57.2,51.6,8.9,75.3
3.8,91.5,35.4,44.8,6.3,50.2
6.7,54.6,53.1,44.0,5.8,55.7
3.5,89.7,59.8,59.5,5.5,64.8
5.6,68.3,64.3,52.1,8.9,63.8
5.5,88.3,51.1,42.9,5.8,62.2
7.9,77.2,60.6,79.5,7.0,81.0
6.5,78.3,51.0,41.7,5.8,63.9
5.4,75.8,66.1,61.8,5.3,64.7
7.3,92.5,51.9,42.5,6.6,59.1
8.6,63.1,55.3,35.2,5.9,58.5
6.7,85.3,48.4,53.7,6.2,61.1
5.5,91.2,65.7,65.3,9.4,82.3
2.6,86.6,55.0,67.0,7.5,69.6
3.2,100.0,81.6,78.1,8.1,81.7
4.8,71.7,74.1,62.5,8.0,71.1
4.2,89.5,67.0,56.6,6.9,65.5
5.1,76.7,56.0,67.0,6.5,67.4
5.6,92.8,73.7,76.2,7.3,89.7
6.7,77.9,78.4,57.6,7.2,85.3
5.3,73.3,70.1,62.2,6.3,74.1
6.6,93.7,92.1,80.2,7.2,97.4
5.6,72.1,74.9,61.5,6.2,75.3
1.2,61.0,81.7,71.4,6.8,64.0
3.4,71.8,70.0,68.1,6.6,62.1
5.2,85.4,78.1,67.8,5.5,75.4
2.8,94.7,56.0,57.2,4.2,58.5
6.8,79.3,61.1,70.4,5.9,64.8
8.9,93.8,73.2,76.2,9.2,89.6
8.2,61.7,73.1,61.2,6.6,71.9
5.0,72.7,75.6,51.7,7.9,74.2
8.8,74.5,84.5,72.9,4.5,83.6
5.8,76.6,46.6,55.4,5.8,58.9
4.8,79.0,53.4,32.1,5.4,49.2
4.2,86.3,71.4,67.9,6.8,78.4
4.8,72.7,57.1,51.2,9.9,54.5
4.6,79.7,100.0,78.2,7.6,90.2
5.9,77.5,75.7,58.8,9.0,70.1
5.9,66.9,66.8,57.3,6.7,64.5
5.5,76.6,60.3,68.5,8.6,70.2
6.5,76.3,60.8,53.9,9.5,70.5
8.1,76.0,68.5,69.4,6.9,79.4
7.6,78.4,69.7,56.5,6.4,75.1
2.2,78.9,61.1,64.4,5.4,54.4
0.5,72.8,63.9,58.4,6.6,52.0
7.6,93.3,88.2,79.7,7.1,92.9
2.5,64.0,88.8,69.9,9.4,74.7
5.0,69.3,71.8,66.9,5.4,68.2
2.9,100.0,47.9,35.8,7.1,54.9
1.5,65.5,76.1,51.9,4.8,56.7
6.7,61.8,91.3,74.0,6.5,84.5
7.2,86.8,88.5,59.0,7.4,84.0
4.2,53.1,79.0,57.5,7.6,61.7
0.5,75.2,89.3,72.5,7.7,70.7
4.3,100.0,68.8,61.2,7.5,77.4
6.4,59.5,77.4,56.9,7.7,74.6
2.2,54.2,57.8,52.5,7.1,45.9
5.9,60.0,72.4,67.9,5.7,73.4
5.5,88.8,87.9,67.9,4.8,79.5
6.8,91.5,59.2,55.8,6.3,72.9
5.8,71.8,55.1,47.4,6.8,57.9
3.4,86.2,69.5,45.4,8.5,65.9
8.1,94.7,64.6,65.3,6.9,76.9
5.2,99.4,77.7,80.1,6.8,80.3
5.4,75.0,61.2,65.5,7.5,60.2
3.4,50.4,93.8,62.2,6.7,73.5
4.5,68.1,48.7,38.8,8.0,53.1
3.6,72.9,86.8,71.1,9.4,79.7
5.1,74.9,56.5,61.4,9.6,66.5
9.3,75.7,41.1,47.8,7.1,59.7
2.5,91.4,71.6,69.5,7.4,73.3
2.0,93.3,64.2,72.8,8.9,71.2
8.7,75.9,51.4,46.3,6.8,62.3
5.0,91.2,42.8,49.6,7.8,59.4
4.0,82.3,67.9,76.0,5.6,73.0
7.8,78.8,82.6,68.6,6.6,82.3
4.2,88.9,76.8,59.3,8.4,72.5
9.5,78.9,68.9,57.3,6.1,81.4
7.0,100.0,75.2,63.9,6.8,75.3
4.4,60.7,67.6,60.2,5.1,56.3
10.2,71.8,46.6,41.4,9.4,63.5
4.2,76.5,46.7,52.0,8.5,47.1
7.1,83.3,65.0,55.7,7.2,77.3
6.2,93.2,65.6,47.4,7.6,61.8
8.4,77.7,80.8,71.3,7.5,88.0
8.9,60.9,79.4,65.1,8.7,87.1
5.6,88.1,77.1,73.6,6.4,77.7
3.8,87.1,63.8,56.5,7.9,61.9
6.5,54.7,47.3,38.5,8.3,54.5
4.0,78.0,74.2,68.5,8.5,72.2
9.9,58.9,75.9,73.6,4.3,86.2
5.8,70.0,32.2,40.3,6.3,34.1
4.7,67.2,55.5,55.7,5.8,52.9
5.9,87.7,57.6,56.0,7.2,69.3
2.5,79.4,69.8,50.9,4.6,58.4
3.4,62.6,55.9,59.1,4.5,55.9
8.1,88.6,67.4,71.5,9.6,84.8
4.1,60.8,64.8,61.5,7.7,61.4
3.2,82.0,65.6,60.1,7.1,62.0
6.7,68.2,57.3,58.3,7.4,76.0
8.1,73.6,58.4,62.7,7.2,78.6
7.1,84.1,51.8,67.5,8.2,72.4
7.7,84.3,73.7,74.5,6.2,82.4
3.8,94.0,76.6,71.1,7.2,77.8
2.4,77.0,56.4,44.8,7.3,55.9
8.8,81.7,90.8,76.6,5.7,94.5
4.8,72.7,63.3,60.0,8.5,62.5
4.9,80.2,91.0,80.8,6.5,92.2
8.4,83.3,58.4,68.8,8.2,78.0
6.7,76.8,37.6,44.1,7.1,63.0
6.5,56.4,74.0,76.6,9.0,77.7
10.3,82.0,71.7,50.9,5.8,80.0
4.1,82.4,68.5,66.6,5.7,73.6
7.5,69.8,58.4,48.2,5.9,65.8
5.6,62.6,67.5,42.5,7.2,62.9
6.1,95.7,60.3,60.5,8.8,67.5
8.9,83.9,63.5,49.2,8.9,79.6
6.6,75.3,80.6,66.9,4.2,74.6
6.7,64.4,70.8,60.3,7.3,69.6
7.9,68.1,77.1,73.4,4.0,76.3
4.7,93.6,64.5,51.8,8.0,69.8
3.7,79.7,62.9,66.8,8.3,58.8
3.2,71.4,50.7,51.5,7.0,50.9
1.2,84.1,62.4,68.6,7.1,63.6
10.0,68.2,30.0,35.1,7.1,49.3
3.1,96.0,59.1,50.8,6.1,60.2
5.0,94.2,66.8,55.6,7.5,67.5
4.9,72.4,76.5,54.8,6.7,67.5
6.2,70.5,64.0,61.6,8.1,76.9
7.3,46.6,73.2,68.7,6.9,65.1
7.4,60.2,35.3,34.9,6.0,51.4
4.2,61.9,67.1,62.4,5.2,59.2
5.1,79.6,42.8,36.3,4.8,46.2
6.1,74.1,49.9,52.4,8.6,56.3
5.0,61.9,65.2,61.7,6.5,67.0
9.0,74.6,87.1,60.0,7.4,86.7
6.6,84.1,73.6,64.9,9.1,78.2
7.1,84.3,68.3,69.4,6.3,77.2
7.0,55.2,67.7,32.6,6.2,60.3
8.1,76.5,57.3,66.3,6.8,63.2
5.9,61.4,59.8,56.1,7.0,60.1
2.6,88.8,74.4,73.9,9.3,77.0
6.4,87.4,47.2,49.5,8.9,56.3
4.1,67.2,76.9,50.3,7.7,61.4
4.3,68.8,62.2,60.7,8.7,61.8
6.8,72.5,80.4,66.7,6.8,76.0
8.2,51.0,82.4,63.3,7.4,79.2
5.5,82.0,42.9,57.8,6.6,52.4
6.2,74.7,59.3,62.4,5.5,63.9
9.2,89.6,55.2,73.1,8.4,79.8
6.0,64.8,40.8,44.9,7.6,54.9
11.2,70.6,52.5,46.0,7.0,77.5
6.7,59.9,100.0,73.5,7.0,86.6
1.6,65.9,77.1,67.2,5.2,69.8
7.2,63.8,96.8,82.3,5.8,88.5
6.3,90.0,80.4,60.0,7.4,84.1
8.3,69.6,56.9,53.8,6.4,76.4
7.0,79.5,62.3,72.0,6.7,74.3
5.2,73.4,76.8,63.7,6.9,66.7
2.8,62.8,74.6,69.2,6.2,64.6
5.0,76.0,59.3,60.6,5.8,59.9
3.6,85.2,45.4,58.9,5.1,51.8
4.2,63.5,100.0,69.4,6.8,89.7
6.8,87.7,65.9,56.7,7.7,68.2
9.2,67.8,63.1,56.8,5.0,73.3
6.4,72.2,69.7,49.1,7.0,64.9
2.9,84.4,64.4,59.4,7.3,61.1
6.5,70.0,69.8,62.9,5.8,74.3
8.1,78.5,87.3,86.9,8.7,95.5
4.2,74.2,66.1,63.1,6.5,63.8
5.2,79.6,50.6,57.7,6.9,57.1
5.5,49.4,65.6,62.7,6.8,64.6
3.8,56.0,61.0,44.8,4.9,59.1
6.9,85.4,89.4,74.2,8.2,85.6
5.2,90.4,85.6,94.1,5.9,95.7
6.4,67.1,69.6,59.4,6.7,75.4
3.5,75.1,48.8,59.5,7.7,61.3
4.5,81.5,49.6,60.4,8.8,62.1
7.1,86.3,68.2,52.3,5.7,77.5
4.7,53.7,73.0,61.1,6.5,60.2
9.3,67.4,62.4,57.3,8.7,72.6
4.6,74.0,60.8,59.6,7.6,66.9
6.0,86.4,59.1,53.1,7.8,68.7
7.6,100.0,67.6,58.2,5.7,76.8
2.4,75.3,32.3,37.8,6.5,26.5
1.6,61.1,51.5,47.8,6.8,42.9
2.1,82.8,58.6,67.4,6.0,52.7
8.3,93.9,86.1,90.4,5.0,96.5
4.3,79.3,55.8,66.7,6.4,61.0
11.1,67.1,70.7,67.5,8.6,83.9
4.3,89.5,71.4,58.6,7.1,82.0
5.9,86.0,87.5,71.4,8.6,90.7
8.9,65.7,86.9,70.9,7.2,92.7
9.9,82.6,67.1,57.5,6.1,89.9
10.0,90.0,60.9,65.6,8.5,86.7
8.2,92.2,58.0,65.7,7.3,72.9
7.8,77.2,64.4,64.0,8.2,71.8
6.8,73.7,61.5,65.5,5.7,73.4
7.2,92.7,76.3,62.9,8.2,73.5
4.3,63.5,74.3,69.2,8.3,69.8
3.7,83.3,76.9,62.6,7.3,61.4
5.5,61.6,86.9,60.7,6.0,75.0
5.1,90.8,95.9,84.7,6.9,94.4
4.5,74.9,69.9,71.9,7.7,72.2
7.0,93.2,84.5,78.7,7.3,93.6
7.6,83.9,62.7,60.6,7.7,83.3
5.7,63.3,85.8,70.5,8.2,78.8
8.8,95.1,83.9,76.0,6.2,100.0
3.0,96.6,83.1,65.8,5.6,75.0
5.1,88.6,69.4,55.4,7.0,74.4
3.9,68.9,58.0,53.5,6.6,54.0
1.4,74.3,47.1,50.1,7.9,53.8
5.3,79.7,67.4,62.1,5.7,73.0
5.2,69.6,91.0,77.9,8.2,90.4
8.8,98.3,63.4,62.7,8.6,82.5
6.9,79.7,79.8,73.3,7.0,76.9
3.2,45.6,80.7,59.6,7.1,65.2
9.6,82.1,63.7,75.1,6.1,74.2
8.2,73.8,87.7,72.3,6.3,86.0
6.8,77.1,30.0,59.5,6.5,54.7
5.0,73.6,49.7,53.6,8.7,69.4
3.4,87.7,54.3,55.1,6.9,59.6
4.7,91.4,55.7,51.3,5.4,61.1
7.9,81.4,73.0,54.0,7.3,77.4
9.6,73.9,72.4,55.4,8.0,75.3
8.9,77.5,73.9,58.0,7.0,81.0
4.4,78.2,76.9,70.0,8.8,75.8
3.0,68.4,53.7,47.4,7.9,47.6
5.8,84.9,49.7,55.1,5.7,55.1
1.6,83.5,73.9,76.8,6.3,64.7
6.2,96.5,58.5,60.6,7.3,71.2
5.2,93.1,44.4,69.3,5.0,58.7
4.5,69.8,82.6,58.5,7.4,67.6
2.0,87.8,88.9,74.6,4.9,75.3
6.6,66.6,91.4,67.6,8.2,86.9
4.3,86.4,70.8,73.0,8.1,74.3
2.9,71.8,77.4,47.6,7.6,61.0
0.5,65.7,88.5,58.6,6.2,65.4
5.4,81.4,58.4,56.6,7.2,63.8
9.4,45.9,84.7,75.5,6.4,79.2
9.2,57.0,72.1,60.7,5.8,80.6
4.5,75.9,81.7,58.1,6.6,73.8
4.2,79.0,70.8,54.1,7.8,66.5
6.5,73.6,87.4,84.9,7.1,79.8
3.3,59.0,71.4,54.1,8.7,58.5
6.2,68.2,45.7,39.6,7.9,63.6
7.2,82.7,89.8,86.9,7.8,86.1
8.2,85.0,53.8,63.9,5.1,69.1
5.3,77.8,86.8,82.4,6.7,83.2
5.1,91.9,66.6,57.0,5.7,70.0
3.6,82.8,85.6,60.6,6.8,67.2
3.7,69.0,85.0,70.1,6.2,73.7
5.0,74.6,74.5,67.3,6.5,64.4
6.3,61.2,75.6,64.8,8.3,74.8
7.5,76.7,74.3,76.9,7.6,79.4
3.7,91.3,37.8,34.7,8.2,44.0
8.8,86.2,69.8,71.8,5.1,85.4
4.9,94.8,51.3,48.1,7.1,59.4
5.5,74.4,70.6,69.3,8.2,75.7
3.9,94.2,50.9,52.7,8.8,62.7
0.5,75.7,50.2,45.0,5.1,47.6
7.4,95.7,92.1,74.7,6.6,87.4
7.1,77.7,84.0,59.1,8.2,86.4
4.9,86.5,67.9,64.3,6.8,70.6
5.6,95.7,70.8,61.7,5.9,72.3
6.6,75.7,64.3,65.6,5.1,64.5
2.1,80.6,76.5,72.3,5.9,70.0
4.3,93.5,57.9,73.7,5.0,61.9
7.2,76.4,82.9,72.6,7.1,86.4
2.7,62.1,64.2,60.0,8.1,67.0
6.1,100.0,61.7,75.1,5.5,79.2
2.5,72.4,68.3,55.6,7.3,66.2
6.5,79.9,59.1,45.6,8.0,62.4
5.4,91.9,72.9,69.7,7.0,80.3
1.9,70.7,59.9,44.2,5.1,43.8
8.1,65.9,75.0,82.4,7.5,82.3
3.9,81.0,86.2,84.3,6.9,88.5
3.7,56.5,57.2,67.9,6.8,54.4
5.9,74.5,66.0,60.4,6.3,73.3
8.0,80.9,74.9,70.8,7.1,87.3
3.3,74.8,61.5,53.8,7.6,63.9
5.6,59.5,75.0,68.2,9.9,68.7
6.4,97.1,76.3,61.5,7.1,82.5
7.0,79.2,84.2,50.8,8.8,80.3
5.9,95.2,58.9,54.9,7.4,73.7
4.7,74.9,53.9,41.7,6.9,47.9
3.7,67.4,63.4,68.5,7.2,64.5
5.7,81.2,53.5,69.3,5.5,65.6
3.1,75.4,76.5,54.7,7.4,57.0
0.5,63.9,50.6,59.1,4.6,38.8
6.5,95.6,100.0,91.5,6.0,89.7
7.5,70.5,87.4,58.1,7.1,78.9
0.5,55.9,68.2,53.4,8.4,54.4
3.3,93.9,81.0,68.4,8.7,77.9
6.9,71.9,43.4,52.8,6.7,58.8
10.0,70.7,100.0,67.8,7.2,92.6
5.5,56.8,59.1,50.9,8.2,65.0
3.9,98.9,66.2,60.6,5.4,67.2
5.1,62.5,40.2,46.5,7.5,49.3
8.5,78.7,75.3,64.4,6.0,85.3
4.1,89.0,51.4,51.2,6.8,53.3
3.7,83.1,69.5,62.3,6.4,67.6
4.4,77.3,59.8,73.5,7.5,68.4
3.4,57.6,51.8,44.6,7.7,46.6
5.8,68.3,55.9,44.5,8.1,62.7
9.1,80.3,71.4,69.0,7.4,85.8
6.2,68.6,48.8,47.8,7.2,57.0
4.9,80.4,56.8,45.0,9.2,60.9
4.9,86.2,77.9,87.2,5.2,81.7
2.1,89.6,100.0,79.6,9.0,88.8
7.4,63.3,75.2,59.2,6.7,74.8
5.3,100.0,54.2,61.1,7.7,72.8
5.1,87.2,62.5,75.0,6.6,74.0
12.0,78.0,68.5,48.7,6.2,75.0
6.2,91.1,62.8,64.5,7.6,66.9
3.8,100.0,81.5,91.5,8.3,90.5
4.6,60.7,71.3,60.4,7.6,64.9
8.0,75.3,81.6,58.8,6.3,81.8
5.7,49.5,63.3,47.2,10.0,67.0
2.3,80.3,87.9,75.1,8.4,76.4
7.5,82.4,65.5,72.3,8.1,78.8
4.0,77.5,53.4,51.0,6.6,52.0
9.6,70.1,100.0,84.1,6.2,100.0
7.9,53.4,40.6,30.0,6.7,52.5
4.5,82.5,56.9,45.4,8.3,57.6
8.3,95.5,58.6,57.2,5.8,69.8
5.6,70.9,100.0,89.2,5.7,100.0
7.4,83.3,95.1,78.7,7.6,93.4
6.6,59.2,90.4,71.8,7.4,79.7
3.6,83.5,63.0,62.7,6.1,66.3
4.1,73.3,100.0,87.2,5.7,85.6
7.8,68.9,73.5,57.8,8.7,72.6
4.8,68.9,82.7,73.2,7.4,78.8
4.6,73.3,70.7,55.6,5.4,61.0
3.4,82.6,67.3,78.5,5.4,74.8
6.4,62.3,64.2,49.5,6.6,66.1
10.0,73.2,64.9,51.9,7.9,76.4
3.2,77.5,77.1,71.2,7.7,71.8
5.6,64.8,73.5,62.3,8.4,75.8
8.6,99.6,67.5,69.6,5.2,83.1
5.3,67.8,90.6,73.6,7.3,91.1
6.5,70.0,30.0,30.3,8.7,51.7
3.2,66.3,75.6,76.1,8.6,72.7
6.4,99.6,78.8,80.4,7.4,82.7
5.1,84.6,85.2,83.9,9.8,86.2
7.7,66.8,67.0,54.3,7.7,74.0
8.1,91.3,71.1,70.3,8.3,80.6
11.2,80.4,82.8,72.2,7.1,100.0
6.8,81.1,90.4,84.0,6.1,85.0
6.2,73.9,63.5,67.7,5.9,66.3
5.9,69.0,72.0,63.4,7.2,69.2
4.7,82.1,93.2,64.6,6.7,84.6
6.2,71.5,36.1,57.0,4.9,48.3
4.9,99.8,57.6,66.1,5.8,59.6
5.9,62.8,90.0,65.3,6.6,83.9
8.4,96.4,84.4,78.8,7.9,92.2
3.3,76.7,75.8,53.8,7.0,60.9
8.0,81.6,61.3,67.6,6.9,71.9
8.4,88.0,54.8,45.4,5.8,75.6
5.2,70.4,59.1,53.3,7.0,58.3
0.8,88.4,91.2,79.2,8.6,76.4
4.2,45.5,58.6,56.9,7.2,52.6
8.4,69.4,69.5,61.4,5.2,69.1
5.4,66.9,56.7,58.0,5.5,56.3
3.3,63.0,80.6,64.9,7.7,62.9
4.4,75.4,59.9,56.5,6.7,65.4
7.3,82.6,66.5,62.9,6.9,75.5
6.7,86.4,42.7,48.6,6.3,69.8
5.0,80.9,43.8,35.8,7.6,48.6
4.7,70.0,68.1,53.8,6.6,60.1
4.6,82.4,48.1,54.0,6.8,63.7
3.5,79.5,99.6,77.7,6.0,88.0
9.1,89.2,37.1,46.5,8.1,65.8
4.8,87.3,56.0,55.0,6.7,57.3
8.2,78.4,68.3,55.3,7.7,84.2
8.8,67.2,62.5,52.2,5.6,69.6
7.7,70.2,51.4,48.4,9.1,63.0
4.6,71.4,53.6,52.4,8.5,63.7
6.4,74.2,53.1,55.9,4.7,60.5
5.4,81.2,63.7,58.9,6.0,61.3
3.5,86.6,97.3,71.9,7.6,83.9
6.2,77.4,69.2,51.2,5.4,64.5
2.9,78.2,85.7,92.5,6.8,65.7
8.1,79.7,75.6,57.5,7.5,76.2
4.5,71.8,84.7,65.4,6.8,72.5
5.9,66.9,30.0,42.4,7.6,41.1
6.1,56.9,63.4,57.0,6.2,65.7
4.9,69.7,87.6,74.8,4.3,73.2
6.8,83.7,59.4,55.1,8.2,72.1
4.5,69.6,94.4,76.2,8.2,77.6
7.4,75.1,90.3,73.9,10.0,95.2
2.5,83.6,61.0,57.0,4.4,50.4
5.8,84.2,60.5,61.3,7.9,58.6
9.8,65.0,52.8,58.7,4.6,73.7
3.3,90.0,58.6,59.6,9.1,59.9
4.0,91.5,49.5,55.0,7.6,66.7
6.6,64.4,74.4,70.6,5.9,76.8
5.9,68.1,46.2,55.1,7.9,61.4
6.3,92.3,77.1,83.2,6.3,88.7
6.6,76.2,77.4,52.6,7.4,75.6
6.9,51.4,43.1,48.8,7.2,53.9
7.9,61.2,91.2,75.3,9.1,95.2
6.4,75.0,75.7,58.3,9.2,77.3
5.0,64.0,79.2,66.6,6.3,68.5
7.0,73.0,56.6,62.8,8.3,71.6
9.7,78.4,77.3,60.5,7.4,76.0
5.2,95.5,84.9,79.1,5.3,89.4
3.4,74.5,66.5,67.2,6.2,69.7
7.9,90.9,98.0,73.1,9.8,100.0
5.2,95.1,68.7,65.4,7.4,79.5
0.7,95.2,85.1,78.0,8.2,74.0
7.4,81.4,72.4,58.8,6.7,76.2
4.3,54.4,76.8,53.8,6.4,58.2
5.3,83.5,42.9,48.4,7.0,63.0
6.2,90.6,73.6,74.5,6.7,77.7
5.9,77.0,57.0,60.7,5.2,65.0
7.1,98.9,55.3,53.2,5.8,70.0
4.5,88.3,94.2,84.1,7.8,82.4
6.6,84.8,64.8,55.2,6.5,62.7
4.9,91.0,53.0,44.0,7.0,59.4
7.1,82.0,62.6,57.0,7.3,69.4
6.9,48.1,48.5,52.7,7.4,56.0
3.4,72.0,89.5,77.5,8.4,83.8
7.9,92.4,57.6,59.8,5.7,73.3
4.3,68.3,75.9,60.5,7.7,72.5
7.3,75.3,88.3,69.3,7.9,88.7
6.3,65.5,60.5,55.5,8.2,64.2
9.5,99.4,76.0,63.1,5.3,82.6
5.0,98.2,52.5,55.6,7.3,65.2
4.7,67.4,100.0,75.1,9.1,87.0
5.5,79.8,82.0,59.2,6.9,80.4
4.8,69.8,65.1,51.5,7.6,62.5
7.3,85.4,56.4,60.7,7.9,69.9
1.9,84.1,66.3,62.6,5.8,59.0
3.2,87.7,62.9,59.0,9.2,60.9
3.2,82.0,97.3,71.7,7.6,88.5
7.6,100.0,49.6,69.9,7.6,78.8
9.3,65.7,70.0,53.2,5.0,68.8
5.3,57.5,67.7,58.6,8.0,69.0
5.1,73.3,66.2,55.8,7.6,57.9
